adults,children,babies,meal,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,0,0,BB,0,1,Check-Out,9/2/15
2,1,0,BB,1,3,Check-Out,9/2/15
2,0,0,BB,0,2,Check-Out,9/2/15
2,0,0,HB,0,1,Check-Out,9/2/15
2,0,0,BB,0,1,Check-Out,9/2/15
2,1,0,HB,0,1,Check-Out,9/2/15
2,0,0,HB,0,1,Check-Out,9/2/15
2,0,0,BB,0,1,Canceled,9/2/15
1,0,0,BB,0,1,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
2,0,0,FB,0,0,Canceled,9/2/15
1,0,0,FB,0,0,Canceled,9/2/15
1,0,0,FB,0,0,Canceled,9/2/15
2,0,0,BB,0,0,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,6/24/17
2,0,0,BB,0,0,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,9/3/15
2,0,0,BB,0,1,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,9/3/15
2,0,0,BB,0,2,Check-Out,9/3/15
2,0,0,BB,0,2,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,9/3/15
3,0,0,BB,0,1,Check-Out,9/3/15
2,0,0,HB,0,1,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,9/3/15
2,0,0,BB,0,2,Check-Out,9/3/15
1,0,0,HB,0,1,Check-Out,9/3/15
2,0,0,HB,0,1,Check-Out,9/3/15
2,1,0,HB,0,2,Check-Out,9/3/15
2,0,0,HB,1,3,Check-Out,9/3/15
2,0,1,HB,1,1,Check-Out,9/3/15
2,0,0,BB,0,1,Check-Out,9/3/15
2,0,0,HB,0,1,Check-Out,9/3/15
2,0,0,HB,0,0,Check-Out,9/3/15
2,0,0,HB,0,0,Check-Out,9/6/15
2,0,0,HB,0,0,Check-Out,9/7/15
2,0,0,BB,1,0,Check-Out,9/3/15
2,0,0,BB,0,3,Check-Out,9/3/15
2,1,0,BB,1,0,Check-Out,9/3/15
2,0,0,BB,0,2,Check-Out,9/3/15
2,1,0,BB,0,2,Check-Out,9/3/15
2,0,0,FB,0,1,Check-Out,9/3/15
2,0,0,BB,0,0,Check-Out,9/3/15
2,1,0,BB,0,0,Check-Out,9/3/15
2,0,0,FB,1,2,Check-Out,9/3/15
2,0,0,BB,0,0,Canceled,9/3/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,0,0,BB,0,1,Check-Out,9/4/15
2,0,0,BB,0,1,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,1,0,HB,1,0,Check-Out,9/4/15
2,0,0,BB,0,2,Check-Out,9/4/15
2,0,0,BB,0,2,Check-Out,9/6/15
2,0,0,BB,1,0,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,0,0,BB,0,3,Check-Out,9/6/17
3,0,0,BB,0,3,Check-Out,9/4/15
3,0,0,BB,1,1,Check-Out,9/4/15
2,0,0,BB,0,1,Check-Out,9/4/15
3,0,0,BB,1,0,Check-Out,9/4/15
2,0,0,BB,1,1,Check-Out,7/2/17
2,0,0,HB,1,0,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,0,0,BB,0,1,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/4/15
2,0,0,BB,1,2,Check-Out,9/4/15
4,0,0,HB,0,0,Check-Out,9/4/15
2,0,0,BB,1,0,Check-Out,9/4/15
3,0,0,BB,0,2,Check-Out,9/4/15
2,0,0,BB,0,0,Check-Out,9/5/15
2,0,0,HB,0,0,Check-Out,9/5/15
2,0,0,BB,0,1,Check-Out,9/5/15
2,0,0,HB,0,1,Check-Out,9/5/15
2,0,0,BB,1,1,Check-Out,9/5/15
2,0,0,BB,0,1,Check-Out,9/5/15
2,0,0,BB,0,1,Check-Out,9/5/15
2,0,0,BB,1,1,Check-Out,9/5/15
2,1,0,BB,1,0,Check-Out,9/5/15
2,0,1,BB,1,1,Check-Out,9/5/15
2,0,0,HB,1,0,Check-Out,9/5/15
2,2,0,HB,0,1,Check-Out,9/5/15
2,2,0,HB,1,2,Check-Out,9/5/15
2,0,0,BB,1,2,Check-Out,9/6/15
2,0,0,BB,0,2,Check-Out,9/6/15
2,0,0,BB,0,0,Check-Out,9/6/15
1,0,0,BB,0,1,Check-Out,2/1/17
2,0,0,BB,0,0,Check-Out,9/6/15
2,0,0,BB,0,1,Check-Out,9/6/15
2,0,0,BB,0,0,Check-Out,9/6/15
2,0,0,BB,1,0,Check-Out,9/6/15
1,0,0,BB,0,1,Check-Out,9/6/15
1,0,0,BB,0,1,Check-Out,9/6/15
2,0,0,BB,0,1,Check-Out,9/6/15
2,1,0,BB,1,1,Check-Out,9/6/15
2,0,0,BB,0,0,Check-Out,9/6/15
2,0,0,BB,0,1,Check-Out,9/6/15
1,0,0,BB,2,2,Check-Out,9/6/15
2,0,0,BB,0,1,Check-Out,9/6/15
3,1,0,HB,0,0,Check-Out,9/6/15
1,0,0,BB,0,2,Check-Out,9/6/15
2,0,0,BB,0,2,Check-Out,9/6/15
3,0,0,BB,0,1,Check-Out,9/6/15
2,0,0,BB,1,1,Check-Out,9/6/15
2,0,0,BB,1,0,Check-Out,9/6/15
2,0,0,BB,0,1,No-Show,9/6/15
1,0,0,BB,0,1,Check-Out,9/7/15
1,0,0,BB,0,0,Check-Out,9/7/15
1,0,0,BB,0,1,Check-Out,9/7/15
2,0,0,BB,0,2,Check-Out,9/7/15
2,0,0,BB,0,2,Check-Out,9/7/15
2,0,0,HB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
1,0,0,BB,0,0,Check-Out,9/7/15
2,0,2,HB,1,2,Check-Out,9/7/15
2,0,0,BB,0,2,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
1,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,0,Check-Out,9/7/15
2,0,0,BB,0,2,Check-Out,9/7/15
1,0,0,BB,0,1,Check-Out,9/7/15
2,0,0,BB,1,0,Check-Out,9/7/15
3,0,0,BB,1,1,Check-Out,9/7/15
3,0,0,BB,0,1,Check-Out,5/16/16
2,0,0,BB,0,0,Canceled,9/7/15
2,0,0,BB,0,0,Check-Out,9/8/15
2,0,0,BB,0,1,Check-Out,9/8/15
2,0,0,BB,1,2,Check-Out,9/8/15
2,0,0,BB,0,2,Check-Out,9/8/15
2,0,0,HB,0,2,Check-Out,9/8/15
2,0,0,HB,0,1,Canceled,9/8/15
2,0,0,HB,0,1,Canceled,9/8/15
2,0,0,HB,0,1,Canceled,9/8/15
2,0,0,HB,0,1,Canceled,9/8/15
2,0,0,HB,0,1,Canceled,9/8/15
2,0,0,BB,0,1,Check-Out,9/8/15
2,0,0,BB,0,1,Check-Out,9/8/15
2,0,0,HB,0,1,Check-Out,9/8/15
2,0,0,BB,0,1,Check-Out,9/8/15
2,0,0,BB,0,0,Check-Out,9/8/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,1,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
3,0,0,BB,0,1,Check-Out,9/9/15
3,0,0,BB,0,1,Check-Out,7/6/17
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,1,0,Check-Out,9/9/15
2,0,0,BB,0,1,Check-Out,9/9/15
2,0,0,BB,1,1,Check-Out,7/18/17
2,0,0,HB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,1,Check-Out,9/9/15
2,0,0,HB,0,0,Check-Out,9/9/15
2,0,0,BB,0,1,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,2,0,BB,1,0,Check-Out,9/9/15
2,0,0,BB,1,0,Check-Out,9/10/16
2,0,0,BB,1,1,Check-Out,6/18/17
1,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,1,1,Check-Out,9/9/15
2,0,0,BB,0,0,Check-Out,9/9/15
2,0,0,BB,1,0,Check-Out,9/9/15
2,0,0,BB,1,1,Check-Out,4/26/16
2,0,0,BB,0,0,Check-Out,9/10/15
2,0,0,BB,0,2,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,6/23/16
2,0,0,BB,0,1,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/10/15
2,1,0,BB,1,2,Check-Out,9/10/15
1,0,0,BB,0,0,Check-Out,9/10/15
1,0,0,BB,0,0,Check-Out,9/10/15
1,0,0,BB,0,0,Check-Out,3/29/16
1,0,0,BB,0,0,Check-Out,4/19/16
1,0,0,BB,0,0,Check-Out,11/24/16
2,0,0,HB,0,2,Check-Out,9/10/15
2,0,0,BB,0,1,Check-Out,9/10/15
2,2,0,BB,0,1,Check-Out,9/10/15
2,0,0,BB,0,1,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/10/15
2,0,0,BB,0,0,Check-Out,9/11/15
2,0,0,BB,0,1,Check-Out,9/11/15
2,0,0,BB,0,0,Check-Out,9/11/15
1,0,0,BB,0,0,Check-Out,9/11/15
2,0,0,HB,0,3,Check-Out,9/11/15
2,0,0,BB,0,0,Check-Out,9/11/15
2,0,0,BB,1,1,Check-Out,9/11/15
3,0,0,BB,0,2,Check-Out,9/11/15
2,0,0,HB,0,3,Check-Out,9/11/15
2,0,0,HB,1,2,Check-Out,9/11/15
2,1,0,HB,0,1,Check-Out,9/11/15
3,0,0,BB,0,2,Check-Out,9/11/15
2,2,0,BB,1,1,Check-Out,9/11/15
2,0,0,BB,1,1,Check-Out,1/25/16
2,0,0,HB,0,0,Check-Out,9/11/15
2,0,0,BB,1,0,Check-Out,9/11/15
2,1,0,FB,0,1,Check-Out,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,HB,0,0,Canceled,9/11/15
2,0,0,BB,0,1,Check-Out,9/12/15
2,0,0,HB,0,1,Check-Out,9/12/15
1,0,0,HB,0,0,Check-Out,9/12/15
2,0,0,BB,0,1,Check-Out,9/12/15
2,0,0,BB,0,0,Check-Out,9/12/15
2,0,0,BB,0,0,Check-Out,9/12/15
2,0,0,HB,0,2,Check-Out,9/12/15
2,0,0,FB,0,2,Check-Out,8/27/16
2,0,1,FB,0,1,Check-Out,9/12/15
2,0,0,HB,0,0,Check-Out,9/12/15
2,0,1,BB,1,3,Check-Out,9/12/15
2,0,0,BB,1,0,Check-Out,9/12/15
2,0,0,BB,0,0,Check-Out,9/12/15
2,0,0,BB,0,1,Check-Out,9/12/15
2,0,0,BB,0,0,Check-Out,9/12/15
2,0,0,BB,0,2,Check-Out,9/12/15
1,0,0,BB,0,0,Check-Out,9/12/15
2,0,0,HB,0,2,Check-Out,9/12/15
2,0,0,HB,0,0,Check-Out,9/13/15
1,0,0,BB,0,0,Check-Out,9/13/15
1,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
1,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,1,1,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,BB,1,0,Check-Out,9/13/15
3,0,0,HB,0,1,Check-Out,9/13/15
2,0,0,BB,0,0,Check-Out,9/13/15
2,0,0,HB,0,0,Check-Out,9/13/15
2,0,1,BB,0,1,Canceled,9/13/15
2,0,0,BB,0,1,Check-Out,9/14/15
2,0,0,BB,0,0,Check-Out,9/14/15
2,0,0,BB,0,0,Check-Out,9/14/15
2,0,0,HB,0,0,Check-Out,9/14/15
2,0,0,HB,1,2,Check-Out,9/14/15
2,0,0,BB,0,2,Check-Out,9/14/15
2,0,0,BB,0,2,Check-Out,9/14/15
2,0,0,BB,0,0,Check-Out,9/14/15
2,0,0,BB,0,2,Check-Out,9/14/15
1,0,0,BB,0,2,Check-Out,9/14/15
1,0,0,BB,0,2,Check-Out,1/3/17
2,1,0,BB,0,1,Canceled,9/14/15
2,0,0,HB,0,1,Check-Out,9/14/15
2,0,0,HB,0,1,Check-Out,9/14/15
2,0,0,BB,0,0,Check-Out,9/14/15
2,0,0,HB,0,1,Check-Out,9/14/15
2,0,0,HB,0,1,Check-Out,9/14/15
2,0,0,BB,0,1,Check-Out,9/14/15
2,0,0,BB,0,1,Check-Out,9/14/15
2,0,0,BB,0,1,Check-Out,9/14/15
2,0,0,BB,1,0,Check-Out,9/14/15
2,0,0,BB,0,2,Check-Out,9/14/15
2,0,0,SC,0,2,Check-Out,9/14/15
2,0,0,BB,1,1,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/15/15
2,0,0,BB,0,1,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/15/15
2,0,0,BB,0,1,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/15/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
1,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,0,Check-Out,9/16/15
2,0,0,BB,0,4,Check-Out,9/16/15
2,0,0,BB,0,1,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
1,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,1,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,HB,0,0,Check-Out,9/16/15
1,0,0,HB,0,0,Check-Out,9/16/15
2,0,0,BB,0,2,Check-Out,9/16/15
2,0,0,BB,0,1,Check-Out,9/16/15
2,0,0,BB,0,1,Check-Out,9/26/15
3,0,0,HB,1,0,Check-Out,9/16/15
2,0,0,BB,0,1,Check-Out,9/17/15
1,0,0,BB,0,1,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,9/17/15
2,0,0,BB,0,1,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,9/17/15
1,0,0,BB,0,0,Check-Out,9/17/15
1,0,0,BB,0,0,Check-Out,9/17/15
1,0,0,BB,0,0,Check-Out,9/17/15
1,0,0,BB,0,1,Check-Out,10/28/15
1,0,0,BB,0,1,Check-Out,12/17/15
2,0,0,BB,0,1,Check-Out,1/21/16
2,0,0,BB,0,1,Check-Out,2/17/16
1,0,0,BB,0,1,Check-Out,3/9/16
2,0,0,BB,0,2,Check-Out,5/23/16
2,0,0,BB,0,0,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,3/3/16
1,0,0,BB,0,2,Check-Out,2/15/17
2,0,0,BB,0,1,Check-Out,9/17/15
2,0,0,HB,1,1,Check-Out,9/17/15
1,0,0,BB,0,0,Check-Out,9/17/15
2,0,1,BB,0,1,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,9/17/15
2,0,0,BB,0,2,Check-Out,9/17/15
2,0,0,BB,0,2,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,9/17/15
2,0,0,BB,0,1,Check-Out,9/17/15
1,0,0,BB,0,1,Check-Out,9/17/15
2,0,0,HB,0,0,Check-Out,9/17/15
2,0,0,BB,0,1,Check-Out,9/17/15
2,0,0,HB,0,0,Check-Out,9/17/15
2,0,0,BB,0,0,Check-Out,9/18/15
2,0,0,BB,0,1,Check-Out,9/18/15
2,0,0,BB,0,0,Check-Out,9/18/15
2,0,0,HB,0,2,Check-Out,9/18/15
2,0,0,BB,0,0,Check-Out,9/18/15
2,0,0,BB,1,1,Check-Out,9/18/15
2,0,0,HB,1,0,Check-Out,9/18/15
1,0,0,BB,0,0,Check-Out,9/18/15
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,2/17/16
1,0,0,BB,0,0,Check-Out,4/22/16
1,0,0,BB,0,0,Canceled,9/13/16
1,0,0,BB,0,0,Check-Out,10/21/16
1,0,0,BB,0,0,Check-Out,11/24/16
1,0,0,BB,0,0,Check-Out,12/21/16
1,0,0,BB,0,0,Check-Out,1/26/17
1,0,0,BB,0,0,Check-Out,4/20/17
1,0,0,BB,0,0,Check-Out,5/18/17
2,0,0,BB,0,0,Check-Out,9/18/15
2,0,0,BB,1,1,Check-Out,9/18/15
2,0,0,BB,1,0,Check-Out,9/18/15
2,0,0,BB,0,2,Check-Out,9/18/15
2,0,0,BB,0,1,Check-Out,9/18/15
2,2,0,BB,1,0,Check-Out,9/18/15
2,0,0,HB,0,1,Check-Out,9/18/15
2,0,0,HB,0,1,Check-Out,9/18/15
2,0,0,BB,0,2,Check-Out,1/24/16
1,0,0,HB,0,0,Check-Out,9/19/15
2,0,0,HB,0,2,Check-Out,9/19/15
2,0,0,BB,0,0,Check-Out,9/19/15
2,0,0,BB,0,1,Check-Out,9/19/15
2,0,0,BB,0,2,Check-Out,9/19/15
2,0,0,BB,1,0,Check-Out,9/19/15
2,0,0,BB,0,2,Check-Out,9/19/15
2,0,0,BB,0,0,Check-Out,9/19/15
1,0,0,BB,0,2,Check-Out,9/19/15
2,2,0,BB,1,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,BB,0,0,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,BB,0,0,Check-Out,9/19/15
1,0,0,HB,0,0,Check-Out,9/19/15
1,0,0,HB,0,0,Check-Out,9/19/15
2,0,0,BB,0,2,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
2,0,0,BB,0,1,Check-Out,9/19/15
2,0,0,BB,0,1,Check-Out,9/19/15
2,0,0,BB,0,3,Check-Out,9/19/15
2,0,0,HB,0,1,Check-Out,9/19/15
3,0,0,BB,0,1,Check-Out,9/20/15
2,0,0,HB,0,0,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,HB,0,0,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,BB,0,2,Check-Out,9/20/15
2,2,0,BB,0,1,Check-Out,9/20/15
2,0,0,BB,1,1,Check-Out,9/20/15
2,1,0,BB,1,0,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,BB,0,1,Check-Out,9/20/15
2,0,0,BB,0,0,Check-Out,9/20/15
2,0,0,BB,0,2,Check-Out,9/21/15
2,0,0,BB,0,2,Check-Out,9/21/15
1,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,BB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
1,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
1,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
1,0,0,HB,0,0,Check-Out,9/21/15
1,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,HB,0,1,Check-Out,9/21/15
2,0,0,HB,0,1,Check-Out,9/21/15
2,0,0,HB,0,1,Check-Out,9/21/15
2,0,0,BB,0,0,Check-Out,9/30/15
2,2,0,BB,0,0,Check-Out,9/21/15
2,0,0,BB,1,0,Check-Out,9/21/15
2,0,0,BB,1,1,Check-Out,9/21/15
2,0,0,HB,0,0,Check-Out,9/21/15
2,0,0,BB,0,0,Check-Out,9/22/15
2,1,1,BB,0,2,Check-Out,9/22/15
2,0,0,BB,0,1,Check-Out,9/22/15
2,0,0,HB,0,0,Check-Out,9/22/15
2,0,0,BB,0,0,Check-Out,9/22/15
2,0,0,HB,0,1,Check-Out,9/22/15
2,0,0,BB,1,2,Check-Out,9/22/15
2,0,0,HB,1,0,Check-Out,9/22/15
2,0,0,HB,1,0,Check-Out,9/22/15
2,0,0,BB,1,1,Check-Out,9/22/15
2,0,0,BB,0,1,Check-Out,9/22/15
2,0,0,BB,0,1,Check-Out,9/23/15
2,0,0,BB,1,0,Check-Out,9/23/15
2,0,0,BB,1,1,Check-Out,9/23/15
2,0,0,BB,0,1,Check-Out,9/23/15
1,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,1,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,1,Check-Out,9/23/15
1,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,1,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,BB,0,1,Check-Out,9/23/15
2,2,0,BB,0,1,Check-Out,1/12/16
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,HB,0,0,Check-Out,9/23/15
2,0,0,BB,1,0,Check-Out,9/23/15
2,0,0,BB,1,1,Check-Out,9/23/15
2,0,0,BB,0,1,Check-Out,9/23/15
1,0,0,HB,0,0,Check-Out,9/23/15
1,0,0,HB,0,1,Check-Out,9/24/15
1,0,0,HB,0,2,Check-Out,9/24/15
2,0,0,HB,0,0,Check-Out,9/24/15
2,0,0,BB,0,0,Check-Out,9/24/15
2,0,0,BB,0,0,Check-Out,9/24/15
2,0,0,BB,0,0,Check-Out,9/24/15
2,0,0,BB,1,0,Check-Out,9/24/15
2,0,0,BB,0,3,Check-Out,9/24/15
2,0,0,BB,1,0,Check-Out,9/24/15
2,0,0,BB,0,0,Check-Out,9/24/15
2,0,0,HB,0,0,Check-Out,9/24/15
2,0,0,HB,0,0,Check-Out,9/24/15
2,0,0,BB,0,1,Check-Out,9/25/15
2,0,0,BB,1,1,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/15
2,0,0,BB,0,0,Check-Out,9/25/15
2,0,0,BB,0,0,Check-Out,9/25/15
2,0,0,BB,0,1,Check-Out,9/25/15
2,0,0,BB,0,2,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/15
2,0,0,HB,0,1,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/15
1,0,0,HB,0,0,Check-Out,9/25/15
1,0,0,HB,0,0,Check-Out,9/25/16
2,0,0,BB,1,0,Check-Out,9/25/15
1,0,0,HB,0,0,Check-Out,9/25/15
2,0,0,HB,0,0,Check-Out,9/25/16
